Vehicle Type,Pickup Location,Drop Location,Booking Value,Ride Distance
UberXL,Hosur Road,Richmond Town,0.0,0.0
Premier,Frazer Town,Shivaji Nagar,67.17,6.31
UberXL,Sarjapur Road,Basaveshwaranagar,0.0,0.0
Uber Go,Kadugodi,Vijayanagar,0.0,0.0
Non-AC Taxi,Hormavu,Whitefield,1742.37,29.74
Non-AC Taxi,Hennur,Hosur Road,1266.21,17.04
Uber Go,Marathahalli,Basaveshwaranagar,0.0,0.0
UberXL,Domlur,RT Nagar,534.31,28.3
eBike,Bommanahalli,Rajajinagar,1994.58,28.13
Uber Go,Marathahalli,Devanahalli,1983.61,23.73
eBike,Shivaji Nagar,Sadashivanagar,1374.52,5.72
Go Sedan,Cox Town,Bellandur,271.02,26.64
Uber Go,Bellandur,Yelahanka,0.0,0.0
Moto,Rajajinagar,Bannerghatta Road,0.0,0.0
Moto,Lingarajapuram,Banashankari,0.0,0.0
Uber Go,HSR Layout,Nagarbhavi,0.0,0.0
Go Sedan,Vidyaranyapura,Hebbal,1298.4,14.61
UberXL,Richmond Town,Bellandur,1107.29,14.59
Moto,Kudlu Gate,Vijayanagar,0.0,0.0
Go Sedan,BTM Layout,Electronic City,0.0,0.0
UberXL,Bommanahalli,Basavanagudi,481.4,28.77
Moto,Marathahalli,KR Puram,0.0,0.0
UberXL,Hennur,Hennur,1705.41,20.5
Uber Go,Vijayanagar,CV Raman Nagar,0.0,0.0
Go Sedan,JP Nagar,Bellandur,1312.15,16.72
Premier,Anekal,Lingarajapuram,0.0,0.0
Moto,Kadugodi,Whitefield,1362.86,3.78
Uber Go,Kudlu Gate,Benson Town,0.0,0.0
eBike,Devanahalli,Nagarbhavi,537.53,13.24
Non-AC Taxi,HSR Layout,Basaveshwaranagar,0.0,0.0
eBike,Frazer Town,Koramangala,0.0,0.0
UberXL,JP Nagar,Cox Town,1711.06,24.43
Uber Go,Ulsoor,Benson Town,0.0,0.0
Premier,Vidyaranyapura,Basaveshwaranagar,0.0,0.0
Moto,Lingarajapuram,Hennur,1796.0,16.71
Premier,Basaveshwaranagar,Marathahalli,1216.63,19.02
Non-AC Taxi,Hebbal,Indiranagar,976.94,5.2
Non-AC Taxi,HSR Layout,Marathahalli,0.0,0.0
Uber Go,Vijayanagar,Basavanagudi,0.0,0.0
Go Sedan,Nagarbhavi,Hebbal,0.0,0.0
Non-AC Taxi,Yelahanka,Hebbal,773.71,27.91
Uber Go,Ulsoor,Malleswaram,0.0,0.0
UberXL,Hennur,Varthur,1135.61,22.95
Uber Go,Hennur,Bommanahalli,966.63,23.28
Moto,Devanahalli,Richmond Town,677.81,24.76
Go Sedan,Ulsoor,Nagarbhavi,0.0,0.0
Non-AC Taxi,RT Nagar,Hennur,0.0,0.0
Go Sedan,Devanahalli,Lingarajapuram,0.0,0.0
Uber Go,CV Raman Nagar,KR Puram,0.0,0.0
Go Sedan,Banashankari,Vijayanagar,0.0,0.0
Non-AC Taxi,Mahadevapura,Domlur,267.09,6.31
Premier,JP Nagar,BTM Layout,0.0,0.0
Moto,Mahadevapura,RT Nagar,1371.58,19.33
Premier,Hosur Road,Rajajinagar,662.12,13.16
Premier,Kudlu Gate,Nagarbhavi,792.06,14.14
Uber Go,Anekal,Hosur Road,616.05,22.1
UberXL,Hormavu,Kudlu Gate,285.25,22.23
Uber Go,Hebbal,Hennur,0.0,0.0
UberXL,Mahadevapura,Devanahalli,0.0,0.0
Moto,Lingarajapuram,Hormavu,0.0,0.0
Go Sedan,Marathahalli,Rajajinagar,881.79,1.34
Premier,Kengeri,Sadashivanagar,126.74,26.76
Moto,Kadugodi,Kengeri,70.39,19.75
Go Sedan,Hosur Road,Basaveshwaranagar,156.93,5.44
UberXL,Kengeri,Kudlu Gate,0.0,0.0
UberXL,Hormavu,Hosur Road,1900.18,19.72
Go Sedan,Magadi Road,Bannerghatta Road,945.39,9.48
Non-AC Taxi,Sadashivanagar,Yelahanka,1445.43,8.34
UberXL,Bommanahalli,Vijayanagar,499.56,21.05
Uber Go,RT Nagar,Bommanahalli,0.0,0.0
Moto,Rajajinagar,MG Road,702.02,25.55
UberXL,Yelahanka,Cox Town,0.0,0.0
eBike,Hosur Road,Benson Town,952.79,15.67
Premier,Anekal,JP Nagar,673.64,26.05
Premier,Banashankari,Hulimavu,0.0,0.0
Moto,Jayanagar,Vijayanagar,168.91,4.71
eBike,Varthur,Rajajinagar,1557.12,10.16
Premier,HSR Layout,Benson Town,1161.04,10.65
Uber Go,Anekal,Hosur Road,0.0,0.0
Moto,CV Raman Nagar,Cox Town,549.33,28.74
eBike,Electronic City,CV Raman Nagar,138.34,1.09
Non-AC Taxi,Lingarajapuram,Vijayanagar,0.0,0.0
Moto,Sarjapur Road,Nagarbhavi,0.0,0.0
Uber Go,Cox Town,Shivaji Nagar,1487.08,25.53
Uber Go,Varthur,Domlur,1863.22,5.18
Moto,JP Nagar,Vidyaranyapura,0.0,0.0
UberXL,Sarjapur Road,MG Road,0.0,0.0
Non-AC Taxi,Bellandur,Cox Town,0.0,0.0
Moto,Mahadevapura,Benson Town,394.61,8.31
Premier,Devanahalli,Dasarahalli,0.0,0.0
Non-AC Taxi,Bommanahalli,Banashankari,1661.48,6.44
eBike,Anekal,Bommanahalli,1877.75,24.58
Premier,Kadugodi,Yelahanka,0.0,0.0
Go Sedan,Banashankari,Lingarajapuram,927.06,29.44
Uber Go,Yelahanka,Frazer Town,0.0,0.0
eBike,Dasarahalli,Kudlu Gate,0.0,0.0
Non-AC Taxi,Hulimavu,Kengeri,1377.8,2.85
Non-AC Taxi,Kudlu Gate,HSR Layout,0.0,0.0
Uber Go,Ulsoor,Anekal,0.0,0.0
UberXL,JP Nagar,Basaveshwaranagar,0.0,0.0
Go Sedan,Hosur Road,CV Raman Nagar,1882.99,26.5
Premier,Basaveshwaranagar,Anekal,448.3,20.04
Non-AC Taxi,Lingarajapuram,Kudlu Gate,1499.17,25.3
UberXL,Koramangala,Marathahalli,1995.39,8.63
Non-AC Taxi,Kadugodi,Vidyaranyapura,150.44,15.54
Non-AC Taxi,BTM Layout,Nagarbhavi,0.0,0.0
Moto,Bellandur,HSR Layout,0.0,0.0
Go Sedan,Kadugodi,Vidyaranyapura,0.0,0.0
Go Sedan,Kengeri,Benson Town,1406.05,13.46
Premier,Hulimavu,Magadi Road,1993.96,12.84
Premier,Varthur,Basavanagudi,172.81,22.54
UberXL,Anekal,Vijayanagar,1316.3,25.71
Premier,Hennur,HSR Layout,1289.62,16.8
Uber Go,Vijayanagar,Kengeri,1931.76,28.71
UberXL,Bellandur,Varthur,0.0,0.0
Moto,Jayanagar,Magadi Road,1768.89,11.08
Non-AC Taxi,Benson Town,Domlur,626.72,18.48
Moto,Vijayanagar,Mahadevapura,429.94,16.8
UberXL,Jayanagar,Vidyaranyapura,473.46,27.2
Non-AC Taxi,Yeshwanthpur,Nagarbhavi,125.51,13.66
Premier,Yelahanka,Magadi Road,808.19,3.71
Uber Go,Kammanahalli,Bommanahalli,289.84,8.0
eBike,Vidyaranyapura,KR Puram,0.0,0.0
Non-AC Taxi,Whitefield,Bannerghatta Road,1627.13,25.55
Moto,Sarjapur Road,Benson Town,1649.91,9.25
eBike,Jayanagar,Ulsoor,963.27,25.75
eBike,Bannerghatta Road,Bommanahalli,0.0,0.0
Go Sedan,Kadugodi,Kudlu Gate,0.0,0.0
Uber Go,Dasarahalli,KR Puram,597.86,8.91
Non-AC Taxi,Bannerghatta Road,Hormavu,926.8,21.54
Uber Go,MG Road,Jayanagar,1846.4,13.23
Non-AC Taxi,HSR Layout,BTM Layout,1607.77,23.82
UberXL,Shivaji Nagar,Koramangala,1498.72,16.7
eBike,HSR Layout,Vijayanagar,0.0,0.0
Non-AC Taxi,Malleswaram,Cox Town,0.0,0.0
Uber Go,BTM Layout,Mahadevapura,791.69,20.67
Go Sedan,Marathahalli,RT Nagar,59.4,16.68
Moto,RT Nagar,KR Puram,201.46,9.75
eBike,Banashankari,Sadashivanagar,0.0,0.0
UberXL,Rajajinagar,Domlur,0.0,0.0
Uber Go,Jayanagar,Basavanagudi,929.35,29.59
Uber Go,BTM Layout,Magadi Road,0.0,0.0
Non-AC Taxi,Hosur Road,Richmond Town,110.75,7.82
Go Sedan,Kengeri,Bannerghatta Road,866.85,1.25
Premier,Bellandur,Lingarajapuram,0.0,0.0
Premier,Yeshwanthpur,Magadi Road,1813.58,12.24
UberXL,Indiranagar,Bommanahalli,381.23,3.83
Uber Go,Yeshwanthpur,Sarjapur Road,0.0,0.0
UberXL,Nagarbhavi,Malleswaram,372.46,22.24
eBike,Nagarbhavi,Magadi Road,0.0,0.0
Non-AC Taxi,Hormavu,Whitefield,948.5,22.59
eBike,Bommanahalli,JP Nagar,0.0,0.0
eBike,Bommanahalli,CV Raman Nagar,301.61,8.05
Premier,CV Raman Nagar,Shivaji Nagar,1690.2,15.08
Moto,Hennur,MG Road,1731.57,15.6
eBike,Dasarahalli,Kudlu Gate,1127.08,9.9
Uber Go,Mahadevapura,Varthur,1257.57,29.16
Uber Go,Vidyaranyapura,Whitefield,0.0,0.0
Uber Go,Hosur Road,JP Nagar,795.69,15.08
Premier,Whitefield,Sadashivanagar,0.0,0.0
Premier,MG Road,CV Raman Nagar,0.0,0.0
Uber Go,Kengeri,Magadi Road,0.0,0.0
Non-AC Taxi,Mahadevapura,Frazer Town,269.14,19.19
UberXL,Jayanagar,Vijayanagar,1532.31,26.38
Uber Go,Vidyaranyapura,KR Puram,1353.46,9.42
Uber Go,Sadashivanagar,Sadashivanagar,1964.21,21.05
UberXL,Whitefield,Hebbal,992.83,26.9
Premier,Basavanagudi,Hormavu,878.9,15.55
Uber Go,Hosur Road,JP Nagar,56.97,10.61
UberXL,Yeshwanthpur,RT Nagar,882.32,7.35
Non-AC Taxi,Whitefield,Kadugodi,1833.47,29.66
Go Sedan,Kudlu Gate,Marathahalli,0.0,0.0
Go Sedan,Devanahalli,Nagarbhavi,619.82,6.69
Moto,Yeshwanthpur,Bannerghatta Road,0.0,0.0
UberXL,Hosur Road,Vidyaranyapura,1469.0,29.12
Moto,Hosur Road,Vidyaranyapura,1305.73,1.16
Premier,Ulsoor,Yeshwanthpur,0.0,0.0
Premier,HSR Layout,Dasarahalli,0.0,0.0
Uber Go,Mahadevapura,RT Nagar,391.16,23.37
Premier,Malleswaram,Nagarbhavi,1680.48,18.59
Moto,Cox Town,Kadugodi,1153.73,10.76
Moto,Mahadevapura,Cox Town,1762.09,9.12
Uber Go,Hormavu,Varthur,1506.89,22.97
Moto,Yeshwanthpur,Shivaji Nagar,0.0,0.0
eBike,Shivaji Nagar,Koramangala,1668.36,25.86
Moto,Lingarajapuram,Bommanahalli,0.0,0.0
Non-AC Taxi,Ulsoor,HSR Layout,1378.69,21.29
Moto,MG Road,Kengeri,0.0,0.0
eBike,Cox Town,Richmond Town,1462.44,5.79
Go Sedan,BTM Layout,Kudlu Gate,0.0,0.0
Premier,Richmond Town,Hennur,0.0,0.0
Non-AC Taxi,Shivaji Nagar,JP Nagar,0.0,0.0
Moto,Dasarahalli,Anekal,0.0,0.0
UberXL,Hulimavu,Rajajinagar,0.0,0.0
Moto,Koramangala,Koramangala,595.4,15.78
Premier,Hosur Road,Frazer Town,0.0,0.0
UberXL,Domlur,BTM Layout,0.0,0.0
eBike,Yeshwanthpur,Koramangala,823.1,8.34
Premier,Domlur,BTM Layout,0.0,0.0
Go Sedan,BTM Layout,Mahadevapura,0.0,0.0
Premier,Ulsoor,CV Raman Nagar,1840.83,17.0
Go Sedan,JP Nagar,Nagarbhavi,0.0,0.0
UberXL,Basavanagudi,Richmond Town,1159.45,5.04
eBike,Bellandur,Vijayanagar,1579.52,17.02
Non-AC Taxi,BTM Layout,Varthur,1401.71,10.68
Uber Go,Richmond Town,Hulimavu,0.0,0.0
Premier,Bannerghatta Road,Sarjapur Road,929.53,10.58
Moto,Yeshwanthpur,Basavanagudi,930.5,16.0
Go Sedan,Lingarajapuram,Devanahalli,593.07,11.13
Go Sedan,Benson Town,Cox Town,180.02,10.25
UberXL,Bellandur,Lingarajapuram,0.0,0.0
eBike,Vijayanagar,Benson Town,70.13,9.26
Non-AC Taxi,Lingarajapuram,Yelahanka,0.0,0.0
UberXL,Nagarbhavi,Dasarahalli,1448.3,7.89
UberXL,Yelahanka,Electronic City,310.47,23.72
Non-AC Taxi,Kudlu Gate,RT Nagar,1562.24,9.7
Non-AC Taxi,Jayanagar,Basaveshwaranagar,409.46,24.62
Non-AC Taxi,Yeshwanthpur,Marathahalli,849.67,16.98
Uber Go,Kengeri,Dasarahalli,0.0,0.0
Non-AC Taxi,Indiranagar,HSR Layout,681.65,16.36
Uber Go,Hebbal,Sarjapur Road,0.0,0.0
UberXL,Dasarahalli,Hulimavu,228.3,6.66
eBike,Bellandur,Malleswaram,0.0,0.0
Uber Go,MG Road,HSR Layout,766.95,11.29
Go Sedan,KR Puram,Vidyaranyapura,1375.42,6.15
Non-AC Taxi,Devanahalli,Vidyaranyapura,593.18,16.02
eBike,Varthur,Shivaji Nagar,1416.13,5.9
Uber Go,RT Nagar,Devanahalli,0.0,0.0
Moto,Dasarahalli,Malleswaram,0.0,0.0
Moto,Richmond Town,Banashankari,0.0,0.0
Uber Go,Vidyaranyapura,Nagarbhavi,498.53,15.06
Moto,Kudlu Gate,Basavanagudi,581.77,1.17
UberXL,Jayanagar,Anekal,1351.43,4.09
Moto,Hebbal,Lingarajapuram,349.45,27.75
Go Sedan,Whitefield,HSR Layout,1900.99,19.94
Moto,Anekal,Lingarajapuram,1153.04,3.9
Moto,Mahadevapura,Kammanahalli,180.14,6.82
Moto,Dasarahalli,Benson Town,1927.01,14.43
Uber Go,Dasarahalli,Rajajinagar,1241.41,23.0
Premier,Ulsoor,Dasarahalli,0.0,0.0
Premier,HSR Layout,Rajajinagar,0.0,0.0
Premier,Benson Town,Hosur Road,388.71,17.32
UberXL,Benson Town,Sadashivanagar,1310.58,23.75
Premier,Devanahalli,Hormavu,0.0,0.0
UberXL,Shivaji Nagar,Devanahalli,615.43,25.59
Moto,Electronic City,Yelahanka,1966.92,14.49
Premier,Hosur Road,Bellandur,261.81,29.77
UberXL,Sadashivanagar,Kammanahalli,0.0,0.0
Non-AC Taxi,Malleswaram,JP Nagar,1817.62,24.31
Uber Go,Vidyaranyapura,Anekal,1843.2,22.12
eBike,Kengeri,Indiranagar,1091.15,6.43
UberXL,Bommanahalli,Yeshwanthpur,0.0,0.0
Non-AC Taxi,Whitefield,Hebbal,813.09,27.5
Premier,Banashankari,Bannerghatta Road,0.0,0.0
Non-AC Taxi,Hosur Road,Devanahalli,1287.06,10.37
Uber Go,Bommanahalli,Benson Town,1589.45,18.98
eBike,Bellandur,Ulsoor,1933.61,23.46
UberXL,Bellandur,Hosur Road,0.0,0.0
UberXL,Basavanagudi,Kengeri,1079.46,16.04
Uber Go,Kammanahalli,Banashankari,597.31,16.28
Moto,Sadashivanagar,Ulsoor,0.0,0.0
Go Sedan,CV Raman Nagar,Basavanagudi,1905.42,27.13
Go Sedan,Hennur,Hennur,0.0,0.0
Go Sedan,Sadashivanagar,Magadi Road,0.0,0.0
Non-AC Taxi,Koramangala,Magadi Road,594.14,2.5
UberXL,Frazer Town,CV Raman Nagar,0.0,0.0
Uber Go,Koramangala,Kudlu Gate,1762.27,26.61
eBike,Sarjapur Road,Rajajinagar,0.0,0.0
Premier,Vidyaranyapura,Electronic City,338.18,18.61
UberXL,Devanahalli,Hebbal,0.0,0.0
Premier,RT Nagar,Richmond Town,246.32,12.06
UberXL,Koramangala,Richmond Town,0.0,0.0
UberXL,CV Raman Nagar,BTM Layout,0.0,0.0
Go Sedan,CV Raman Nagar,Jayanagar,0.0,0.0
Premier,Hosur Road,MG Road,179.14,9.23
Go Sedan,Malleswaram,Anekal,65.12,2.27
UberXL,Kudlu Gate,Marathahalli,0.0,0.0
Non-AC Taxi,Indiranagar,Kadugodi,1557.19,27.47
Uber Go,Sadashivanagar,Yelahanka,395.06,6.61
Go Sedan,Yelahanka,Domlur,0.0,0.0
Non-AC Taxi,Jayanagar,Bommanahalli,0.0,0.0
Moto,Shivaji Nagar,Bannerghatta Road,0.0,0.0
eBike,KR Puram,CV Raman Nagar,455.98,8.55
Non-AC Taxi,Magadi Road,Bannerghatta Road,0.0,0.0
eBike,Anekal,Richmond Town,1008.89,14.73
UberXL,Mahadevapura,Kengeri,0.0,0.0
Go Sedan,KR Puram,Ulsoor,0.0,0.0
UberXL,Basaveshwaranagar,Frazer Town,0.0,0.0
eBike,Sarjapur Road,Hulimavu,0.0,0.0
Moto,Devanahalli,Nagarbhavi,1811.64,23.44
Non-AC Taxi,Sadashivanagar,BTM Layout,1142.42,4.44
Premier,MG Road,Shivaji Nagar,694.11,12.73
Uber Go,Jayanagar,Koramangala,0.0,0.0
Moto,Yeshwanthpur,Basavanagudi,0.0,0.0
eBike,Jayanagar,Magadi Road,0.0,0.0
Uber Go,Malleswaram,Bellandur,585.12,17.43
Moto,Koramangala,KR Puram,606.65,15.24
Uber Go,Kudlu Gate,RT Nagar,0.0,0.0
Premier,KR Puram,Ulsoor,0.0,0.0
Uber Go,Cox Town,Benson Town,1727.46,14.28
Uber Go,Benson Town,Ulsoor,817.84,28.38
eBike,BTM Layout,Yelahanka,363.85,9.81
Moto,Marathahalli,Benson Town,0.0,0.0
Moto,Benson Town,Banashankari,818.61,22.35
eBike,Devanahalli,Vijayanagar,0.0,0.0
Moto,Hosur Road,Frazer Town,0.0,0.0
Non-AC Taxi,Bommanahalli,Magadi Road,0.0,0.0
Uber Go,HSR Layout,Nagarbhavi,399.95,25.14
eBike,Vijayanagar,Kudlu Gate,1439.82,4.22
Non-AC Taxi,Marathahalli,Malleswaram,0.0,0.0
UberXL,Magadi Road,Dasarahalli,1513.42,6.72
Uber Go,Varthur,Benson Town,0.0,0.0
Uber Go,Banashankari,Rajajinagar,0.0,0.0
UberXL,Varthur,Yeshwanthpur,1062.5,11.22
Go Sedan,Frazer Town,Hosur Road,0.0,0.0
Premier,Malleswaram,Basavanagudi,1128.79,15.59
Go Sedan,Shivaji Nagar,Mahadevapura,620.65,5.58
UberXL,Mahadevapura,Mahadevapura,1649.07,3.98
Go Sedan,Whitefield,Vidyaranyapura,0.0,0.0
UberXL,MG Road,Electronic City,0.0,0.0
UberXL,Domlur,Lingarajapuram,0.0,0.0
Go Sedan,Magadi Road,Marathahalli,1609.29,28.8
eBike,Indiranagar,Kengeri,0.0,0.0
eBike,Devanahalli,KR Puram,0.0,0.0
UberXL,Bannerghatta Road,Yeshwanthpur,581.96,17.16
Uber Go,HSR Layout,Devanahalli,786.42,26.87
eBike,Hosur Road,KR Puram,353.53,23.55
eBike,Ulsoor,Vidyaranyapura,1033.81,15.62
Non-AC Taxi,Hulimavu,MG Road,1007.49,11.63
eBike,Marathahalli,Domlur,0.0,0.0
Premier,Shivaji Nagar,Koramangala,1934.62,10.35
Go Sedan,Vidyaranyapura,CV Raman Nagar,0.0,0.0
Uber Go,Whitefield,Kadugodi,1224.04,15.24
Non-AC Taxi,Nagarbhavi,HSR Layout,564.43,9.7
Non-AC Taxi,Nagarbhavi,Koramangala,54.42,9.63
Moto,Vidyaranyapura,Yelahanka,0.0,0.0
Non-AC Taxi,Kadugodi,Ulsoor,0.0,0.0
Non-AC Taxi,Basavanagudi,RT Nagar,277.82,13.67
Premier,Marathahalli,Yeshwanthpur,0.0,0.0
Premier,Bellandur,Hebbal,1235.85,10.31
UberXL,Hennur,Bannerghatta Road,919.09,23.82
Uber Go,Sadashivanagar,Kammanahalli,0.0,0.0
Uber Go,Mahadevapura,Domlur,560.83,25.04
Non-AC Taxi,Yeshwanthpur,Banashankari,0.0,0.0
eBike,Jayanagar,Whitefield,1233.42,29.28
eBike,Vidyaranyapura,Hennur,1891.85,28.96
Moto,Sadashivanagar,Hulimavu,56.49,16.41
Moto,Domlur,Domlur,0.0,0.0
eBike,Sarjapur Road,Dasarahalli,452.09,9.73
Go Sedan,Varthur,Kadugodi,150.91,27.67
Uber Go,Kengeri,Whitefield,1888.91,26.66
Premier,Hormavu,Anekal,1115.95,7.36
UberXL,Kengeri,Kadugodi,904.55,9.52
Premier,Basavanagudi,MG Road,952.01,28.12
Non-AC Taxi,JP Nagar,Benson Town,1071.47,17.15
Uber Go,Domlur,Hosur Road,403.53,21.5
Premier,Domlur,Magadi Road,1601.86,17.28
UberXL,Indiranagar,Benson Town,0.0,0.0
Go Sedan,Hebbal,Hulimavu,1306.5,18.24
Non-AC Taxi,Bannerghatta Road,Anekal,945.16,9.4
Non-AC Taxi,Yelahanka,Whitefield,0.0,0.0
Go Sedan,BTM Layout,Magadi Road,0.0,0.0
UberXL,Dasarahalli,Koramangala,1779.58,17.2
Premier,Hulimavu,Basavanagudi,0.0,0.0
Premier,Benson Town,JP Nagar,447.37,12.81
Uber Go,Sadashivanagar,Benson Town,177.36,26.06
Premier,Rajajinagar,Rajajinagar,1453.16,7.77
Premier,HSR Layout,Dasarahalli,1636.35,27.42
Uber Go,Whitefield,Kengeri,569.23,29.33
Go Sedan,Hormavu,Cox Town,0.0,0.0
Uber Go,Hormavu,Bannerghatta Road,0.0,0.0
Non-AC Taxi,Bannerghatta Road,Rajajinagar,0.0,0.0
Go Sedan,Indiranagar,Indiranagar,1458.41,29.6
eBike,Devanahalli,MG Road,193.08,27.67
Non-AC Taxi,Bellandur,Basavanagudi,332.09,8.84
Moto,Jayanagar,Electronic City,0.0,0.0
Non-AC Taxi,Hebbal,CV Raman Nagar,0.0,0.0
eBike,CV Raman Nagar,Rajajinagar,0.0,0.0
Uber Go,Sarjapur Road,Cox Town,223.48,2.52
Premier,JP Nagar,Marathahalli,1557.33,1.59
Non-AC Taxi,Koramangala,Anekal,358.13,13.8
Non-AC Taxi,Hormavu,Varthur,560.05,4.46
Premier,Kudlu Gate,Kudlu Gate,0.0,0.0
eBike,Magadi Road,Domlur,1611.61,1.78
eBike,RT Nagar,Mahadevapura,0.0,0.0
Non-AC Taxi,KR Puram,Devanahalli,476.1,29.33
Moto,RT Nagar,Lingarajapuram,0.0,0.0
eBike,Malleswaram,RT Nagar,0.0,0.0
Uber Go,Nagarbhavi,Marathahalli,416.0,29.19
Premier,Shivaji Nagar,Benson Town,1635.35,23.99
Uber Go,Hulimavu,Hormavu,0.0,0.0
eBike,Devanahalli,JP Nagar,673.47,22.18
Non-AC Taxi,Kammanahalli,Nagarbhavi,0.0,0.0
eBike,Domlur,Yeshwanthpur,0.0,0.0
Go Sedan,Bannerghatta Road,Devanahalli,0.0,0.0
Premier,JP Nagar,Hennur,485.78,12.84
eBike,Benson Town,Rajajinagar,1171.07,23.56
Premier,Hosur Road,Jayanagar,1086.99,17.61
Premier,Anekal,Banashankari,0.0,0.0
Uber Go,HSR Layout,Hennur,936.77,26.22
Go Sedan,Varthur,Hosur Road,0.0,0.0
UberXL,Richmond Town,Dasarahalli,269.51,14.76
eBike,CV Raman Nagar,CV Raman Nagar,1010.25,12.56
UberXL,Benson Town,Jayanagar,577.67,27.61
UberXL,Kadugodi,Devanahalli,873.81,27.69
UberXL,Sarjapur Road,Varthur,363.13,10.81
Go Sedan,Vidyaranyapura,Hulimavu,0.0,0.0
Uber Go,BTM Layout,Sadashivanagar,1064.07,2.41
Uber Go,Bommanahalli,Kadugodi,1832.46,22.61
Go Sedan,Rajajinagar,Lingarajapuram,606.69,6.92
Uber Go,Hebbal,Basavanagudi,1201.34,7.19
Non-AC Taxi,Kammanahalli,Basavanagudi,1351.4,19.91
Go Sedan,Bellandur,Hormavu,1281.39,25.48
eBike,Hennur,Hormavu,0.0,0.0
Non-AC Taxi,Hormavu,Vijayanagar,242.52,13.41
Go Sedan,Basavanagudi,Yelahanka,1103.03,13.17
UberXL,Electronic City,Sarjapur Road,1714.47,3.12
eBike,Koramangala,Frazer Town,1832.37,3.34
Non-AC Taxi,BTM Layout,Kadugodi,682.37,22.76
Moto,Richmond Town,Hebbal,1996.57,23.28
Go Sedan,Magadi Road,Domlur,1416.24,15.75
Moto,Kudlu Gate,Shivaji Nagar,576.54,6.92
Premier,Richmond Town,Kadugodi,1839.0,23.48
Premier,Anekal,RT Nagar,0.0,0.0
Go Sedan,Basaveshwaranagar,Basavanagudi,1208.02,18.68
Go Sedan,Nagarbhavi,Basavanagudi,596.86,16.92
Premier,Banashankari,Magadi Road,0.0,0.0
Non-AC Taxi,Lingarajapuram,Yelahanka,0.0,0.0
Moto,RT Nagar,Koramangala,0.0,0.0
UberXL,Lingarajapuram,MG Road,217.96,2.35
Premier,Hormavu,Hulimavu,562.56,13.44
Non-AC Taxi,Rajajinagar,Kammanahalli,0.0,0.0
eBike,Kengeri,Cox Town,902.81,17.02
Go Sedan,Bommanahalli,Domlur,752.13,23.75
UberXL,Benson Town,Yeshwanthpur,1849.88,12.71
Non-AC Taxi,Kengeri,Koramangala,0.0,0.0
Moto,Hennur,Marathahalli,1032.92,8.8
Moto,Hebbal,Banashankari,1783.98,16.76
UberXL,Hosur Road,Electronic City,789.01,9.76
Uber Go,Hosur Road,Hormavu,1682.13,11.43
Uber Go,Anekal,Kengeri,1865.14,17.97
Go Sedan,Richmond Town,Vijayanagar,471.89,20.83
Non-AC Taxi,Yelahanka,Mahadevapura,1457.13,16.15
UberXL,Domlur,Anekal,104.67,9.09
eBike,BTM Layout,Bannerghatta Road,727.77,9.23
Uber Go,Indiranagar,Benson Town,0.0,0.0
Premier,Anekal,Varthur,0.0,0.0
Moto,Kengeri,Electronic City,0.0,0.0
eBike,RT Nagar,Hosur Road,0.0,0.0
Premier,Mahadevapura,Yelahanka,0.0,0.0
Non-AC Taxi,JP Nagar,Benson Town,0.0,0.0
eBike,Cox Town,Jayanagar,772.24,29.56
UberXL,Marathahalli,Nagarbhavi,1588.92,28.23
UberXL,Banashankari,Bommanahalli,1697.97,28.51
Moto,Rajajinagar,Jayanagar,170.98,1.39
Non-AC Taxi,Mahadevapura,Kadugodi,0.0,0.0
Moto,Anekal,Bannerghatta Road,682.09,10.75
Premier,Basavanagudi,Bannerghatta Road,145.55,22.4
Uber Go,Koramangala,Hormavu,1441.28,6.24
Non-AC Taxi,Yelahanka,Hosur Road,591.09,8.39
Premier,Domlur,Dasarahalli,888.89,21.94
Non-AC Taxi,Hulimavu,Hosur Road,0.0,0.0
Moto,Bommanahalli,Hormavu,0.0,0.0
UberXL,Electronic City,Bannerghatta Road,1711.63,22.59
Premier,CV Raman Nagar,Sarjapur Road,1794.1,2.43
UberXL,Shivaji Nagar,Devanahalli,51.74,4.01
Moto,Hosur Road,Frazer Town,1526.9,19.1
Go Sedan,Banashankari,Yeshwanthpur,0.0,0.0
Premier,Hennur,Cox Town,0.0,0.0
UberXL,Bommanahalli,Magadi Road,0.0,0.0
Uber Go,Basavanagudi,Mahadevapura,601.1,9.39
Premier,Mahadevapura,Hennur,1805.42,23.42
Premier,Koramangala,Cox Town,0.0,0.0
Premier,RT Nagar,KR Puram,0.0,0.0
eBike,Malleswaram,CV Raman Nagar,1722.38,28.72
Premier,Basavanagudi,Hulimavu,1062.64,28.22
Go Sedan,Sadashivanagar,KR Puram,466.71,23.22
Non-AC Taxi,Dasarahalli,Indiranagar,292.11,3.22
eBike,Bommanahalli,Jayanagar,636.02,17.34
UberXL,Indiranagar,Hulimavu,0.0,0.0
UberXL,Sarjapur Road,Basavanagudi,0.0,0.0
Moto,Shivaji Nagar,KR Puram,0.0,0.0
Go Sedan,Magadi Road,Magadi Road,0.0,0.0
UberXL,Sarjapur Road,Cox Town,854.81,5.36
Moto,Jayanagar,Nagarbhavi,0.0,0.0
Non-AC Taxi,Cox Town,RT Nagar,0.0,0.0
Uber Go,Vijayanagar,Kammanahalli,1692.17,15.89
