Vehicle Type,Pickup Location,Drop Location,Ride Distance,Booking Value
Auto,Golf Course Road,Rajiv Nagar,19.76,357.0
Go Mini,Dwarka Mor,Hero Honda Chowk,37.81,99.0
Go Mini,Palam Vihar,Saidulajab,16.48,206.0
Auto,Mehrauli,Patel Chowk,15.42,83.0
Bike,Punjabi Bagh,Rohini East,6.89,196.0
Go Mini,Saket,DLF City Court,47.12,100.0
Bike,Panipat,Munirka,24.52,293.0
Go Mini,Botanical Garden,Model Town,20.9,981.0
Auto,Saket,Chandni Chowk,2.84,153.0
Go Mini,Saket,Keshav Puram,11.96,445.0
Auto,RK Puram,Tughlakabad,16.06,1393.0
eBike,Vidhan Sabha,Ghaziabad,36.24,217.0
Bike,Sohna Road,Shastri Park,14.37,272.0
Auto,Badshahpur,Pragati Maidan,25.3,421.0
Premier Sedan,India Gate,Nirman Vihar,20.39,445.0
Go Sedan,Karol Bagh,Moolchand,16.4,1296.0
Auto,Vinobapuri,IGI Airport,19.09,1042.0
Auto,Vinobapuri,IGI Airport,19.09,1042.0
Bike,Sultanpur,Rajiv Chowk,41.81,500.0
Auto,Botanical Garden,Govindpuri,10.92,290.0
Auto,Connaught Place,Ashok Vihar,26.6,369.0
eBike,Rajiv Nagar,ITO,14.52,164.0
Auto,Chhatarpur,Huda City Centre,49.75,268.0
Go Sedan,Ardee City,Mansarovar Park,24.12,278.0
Go Mini,Netaji Subhash Place,Govindpuri,8.58,985.0
Go Mini,Sohna Road,Gurgaon Sector 29,34.26,389.0
Bike,Rohini West,Patel Chowk,41.28,2283.0
Premier Sedan,Mundka,Janakpuri,29.87,378.0
Go Sedan,Netaji Subhash Place,Kashmere Gate ISBT,43.37,97.0
Bike,Kirti Nagar,Central Secretariat,23.04,790.0
Go Mini,Indirapuram,Govindpuri,10.99,431.0
Go Mini,Indirapuram,Govindpuri,10.99,431.0
Premier Sedan,Civil Lines Gurgaon,Jasola,15.06,497.0
Auto,MG Road,Pragati Maidan,38.91,432.0
Auto,MG Road,Pragati Maidan,38.91,432.0
Go Mini,Mansarovar Park,Ambience Mall,13.26,1689.0
Uber XL,Lajpat Nagar,Green Park,42.14,394.0
Uber XL,Lajpat Nagar,Green Park,42.14,394.0
Go Sedan,Mandi House,Gwal Pahari,18.26,473.0
Go Mini,Uttam Nagar,Paharganj,18.47,205.0
Go Sedan,Welcome,Noida Extension,25.37,119.0
Go Mini,New Colony,Kashmere Gate,42.68,477.0
Go Mini,New Colony,Kashmere Gate,42.68,477.0
Go Sedan,DLF Phase 3,Meerut,28.24,406.0
Go Mini,Rithala,Ardee City,4.04,894.0
Premier Sedan,Chanakyapuri,Pitampura,21.67,331.0
Go Mini,Moolchand,Palam Vihar,9.36,964.0
Go Mini,Chirag Delhi,Khan Market,5.77,641.0
Go Mini,Chirag Delhi,Khan Market,5.77,641.0
Auto,Gurgaon Sector 56,Lajpat Nagar,43.43,197.0
Bike,Patel Chowk,Manesar,36.53,99.0
Auto,MG Road,Jhilmil,7.72,435.0
Go Sedan,Saidulajab,Azadpur,29.47,377.0
Go Mini,Akshardham,Sonipat,17.2,460.0
Bike,Ghaziabad,Sarai Kale Khan,31.78,964.0
Go Mini,Subhash Nagar,Satguru Ram Singh Marg,14.09,226.0
Go Sedan,Barakhamba Road,Meerut,4.59,694.0
Auto,Raj Nagar Extension,Nirman Vihar,22.79,592.0
Auto,Kaushambi,Barakhamba Road,4.2,340.0
Go Mini,Hero Honda Chowk,Tagore Garden,26.35,416.0
Bike,Gurgaon Sector 29,Chhatarpur,11.4,1320.0
eBike,Azadpur,Punjabi Bagh,20.14,229.0
Auto,Bahadurgarh,Mundka,30.62,1537.0
Auto,Okhla,Noida Sector 18,4.68,228.0
Auto,Paschim Vihar,DLF Phase 3,6.22,490.0
Go Mini,Netaji Subhash Place,Jhilmil,31.39,289.0
Go Mini,Laxmi Nagar,Ambience Mall,36.73,887.0
Auto,Mandi House,Lok Kalyan Marg,23.62,1083.0
Bike,Bahadurgarh,Preet Vihar,48.53,325.0
Premier Sedan,Kashmere Gate,Nirman Vihar,15.13,1393.0
Auto,Green Park,Gurgaon Railway Station,7.32,556.0
Go Sedan,MG Road,Ashram,41.38,693.0
Go Sedan,Sikanderpur,Jhilmil,3.75,323.0
Auto,Preet Vihar,Pragati Maidan,14.36,814.0
Go Sedan,Netaji Subhash Place,Udyog Vihar Phase 4,16.45,560.0
Go Mini,Greater Noida,Sikanderpur,28.98,1174.0
Bike,Greater Noida,Shastri Nagar,11.63,533.0
Auto,New Colony,INA Market,25.33,466.0
Bike,Lal Quila,Tilak Nagar,26.87,478.0
Premier Sedan,Vasant Kunj,Sultanpur,11.13,385.0
Go Sedan,IMT Manesar,Azadpur,20.19,560.0
Premier Sedan,Lok Kalyan Marg,Netaji Subhash Place,32.4,443.0
Auto,Patel Chowk,Rithala,33.88,1240.0
Bike,Govindpuri,Saket A Block,46.71,270.0
Premier Sedan,Meerut,Preet Vihar,21.87,684.0
eBike,Subhash Chowk,Gurgaon Sector 56,3.02,134.0
Go Sedan,Uttam Nagar,IGNOU Road,38.86,136.0
Bike,RK Puram,Ramesh Nagar,26.89,1080.0
Uber XL,Noida Extension,IGNOU Road,36.73,100.0
Go Mini,Moti Nagar,Sadar Bazar Gurgaon,30.69,431.0
Go Sedan,Kashmere Gate ISBT,Madipur,34.34,72.0
Go Sedan,ITO,Adarsh Nagar,17.25,882.0
Auto,Mehrauli,Satguru Ram Singh Marg,15.83,733.0
Auto,Mehrauli,Satguru Ram Singh Marg,15.83,733.0
Auto,Saidulajab,Seelampur,11.69,816.0
Auto,Mehrauli,Civil Lines Gurgaon,20.14,799.0
Go Mini,Shivaji Park,Kashmere Gate ISBT,11.66,191.0
Bike,Moti Nagar,Karkarduma,7.52,979.0
Auto,Karol Bagh,Shahdara,31.51,299.0
eBike,Tilak Nagar,Karkarduma,19.12,961.0
Premier Sedan,Kashmere Gate,Shahdara,9.36,507.0
Auto,Vasant Kunj,Karol Bagh,4.81,280.0
Bike,Noida Sector 62,Karol Bagh,49.81,510.0
Premier Sedan,Aya Nagar,Greater Kailash,13.81,249.0
Premier Sedan,Aya Nagar,Greater Kailash,13.81,249.0
Go Sedan,Jasola,Paharganj,28.22,1564.0
Auto,Madipur,Nawada,26.43,247.0
eBike,Peeragarhi,Golf Course Road,10.01,324.0
Bike,Jhilmil,Dilshad Garden,12.08,291.0
Premier Sedan,Kherki Daula Toll,Old Gurgaon,14.99,1480.0
Bike,Rohini West,Chhatarpur,25.78,331.0
Go Mini,Meerut,Vatika Chowk,16.73,602.0
Auto,Barakhamba Road,Tilak Nagar,46.88,548.0
Bike,Subhash Chowk,Ashram,43.23,479.0
Auto,Seelampur,RK Puram,8.82,438.0
Go Sedan,Nirman Vihar,Malviya Nagar,49.48,1182.0
Auto,Rohini West,Gurgaon Railway Station,39.59,872.0
Go Mini,Malviya Nagar,Narsinghpur,30.59,353.0
Bike,Aya Nagar,Maidan Garhi,48.61,330.0
Go Sedan,Bhiwadi,Azadpur,30.66,246.0
Auto,Peeragarhi,Anand Vihar,18.56,486.0
Go Mini,Golf Course Road,Patel Chowk,37.14,1031.0
Premier Sedan,Netaji Subhash Place,Ghitorni Village,16.42,436.0
Auto,Udyog Bhawan,IFFCO Chowk,26.05,324.0
Go Mini,Pataudi Chowk,Gurgaon Sector 29,38.11,234.0
Bike,Pulbangash,Satguru Ram Singh Marg,5.28,368.0
eBike,Noida Film City,Bhiwadi,11.54,298.0
Premier Sedan,Model Town,Gurgaon Railway Station,26.97,492.0
Premier Sedan,Kalkaji,Pragati Maidan,26.82,128.0
Auto,GTB Nagar,Panchsheel Park,41.39,361.0
Premier Sedan,Nehru Place,New Colony,41.63,163.0
Go Sedan,Satguru Ram Singh Marg,DLF Phase 3,4.64,348.0
Go Sedan,Green Park,IFFCO Chowk,16.97,770.0
Go Sedan,Rithala,Anand Vihar ISBT,3.64,172.0
Auto,Welcome,Rajouri Garden,16.0,780.0
Bike,Central Secretariat,Kalkaji,13.96,774.0
eBike,Ramesh Nagar,Gurgaon Sector 29,12.11,560.0
Go Sedan,Mansarovar Park,Uttam Nagar,24.23,73.0
Premier Sedan,Udyog Vihar,Bhiwadi,33.68,1290.0
Auto,Udyog Vihar Phase 4,Greater Kailash,14.98,97.0
Premier Sedan,Hero Honda Chowk,Rithala,18.66,183.0
Bike,Hero Honda Chowk,Khandsa,31.07,611.0
Go Sedan,Ashok Park Main,Civil Lines Gurgaon,47.92,1497.0
Go Sedan,Indraprastha,Saidulajab,32.67,1069.0
Bike,Chirag Delhi,Chandni Chowk,9.06,1445.0
Auto,Jasola,Saidulajab,45.7,598.0
Go Sedan,Kirti Nagar,Kanhaiya Nagar,31.25,143.0
Go Mini,RK Puram,Keshav Puram,47.17,962.0
Go Mini,RK Puram,Keshav Puram,47.17,962.0
Premier Sedan,Basai Dhankot,Rohini East,43.35,133.0
Go Sedan,Ashok Vihar,Chanakyapuri,7.63,411.0
Go Mini,Dwarka Mor,Rajouri Garden,15.9,1395.0
Go Sedan,Rohini West,Dwarka Sector 21,46.61,302.0
Go Sedan,Anand Vihar,Sushant Lok,22.72,750.0
Auto,Gurgaon Railway Station,Ghaziabad,21.56,250.0
Premier Sedan,Dilshad Garden,Jasola,11.29,490.0
Go Mini,Shastri Park,Kalkaji,4.06,174.0
Go Mini,Shastri Park,Kalkaji,4.06,174.0
Auto,Lal Quila,Nirman Vihar,32.33,466.0
eBike,Indraprastha,Vaishali,20.15,536.0
Go Sedan,Paharganj,Ghitorni Village,34.04,791.0
Go Sedan,Samaypur Badli,Barakhamba Road,38.27,500.0
Premier Sedan,Nehru Place,Jahangirpuri,12.67,120.0
Premier Sedan,Subhash Chowk,Tis Hazari,5.2,598.0
Bike,Anand Vihar,Noida Extension,23.61,244.0
Premier Sedan,Mandi House,Lok Kalyan Marg,42.95,95.0
Premier Sedan,Mandi House,Lok Kalyan Marg,42.95,95.0
Go Sedan,Dwarka Sector 21,Mansarovar Park,31.17,200.0
Go Mini,Madipur,Jhilmil,11.53,381.0
eBike,Sonipat,Ambience Mall,29.21,117.0
Auto,Janakpuri,IIT Delhi,6.84,117.0
Auto,Pragati Maidan,Rohini,25.58,734.0
eBike,Gurgaon Sector 56,Jama Masjid,20.83,782.0
Go Mini,Model Town,Punjabi Bagh,45.9,53.0
Auto,Udyog Vihar Phase 4,Lal Quila,25.24,517.0
Auto,Jasola,India Gate,48.79,587.0
Go Sedan,India Gate,Kalkaji,2.99,1577.0
Auto,Central Secretariat,Noida Sector 62,5.73,582.0
Go Sedan,Saidulajab,Ashok Park Main,2.84,277.0
Premier Sedan,Sohna Road,Karol Bagh,26.26,407.0
Premier Sedan,Shastri Nagar,Janakpuri,4.24,496.0
Go Mini,Sarai Kale Khan,Ashram,35.54,358.0
Go Sedan,Rajiv Chowk,Munirka,32.83,168.0
Go Sedan,Mehrauli,Vidhan Sabha,27.2,661.0
Go Sedan,Peeragarhi,Ashok Park Main,17.92,757.0
Go Sedan,South Extension,IIT Delhi,42.46,337.0
Go Mini,Jahangirpuri,Laxmi Nagar,47.73,169.0
Premier Sedan,Tughlakabad,Okhla,17.99,982.0
Premier Sedan,Udyog Vihar,Anand Vihar ISBT,34.04,207.0
Auto,Rajiv Nagar,Lok Kalyan Marg,37.57,715.0
eBike,Laxmi Nagar,DLF Phase 3,15.09,167.0
Auto,RK Puram,IGNOU Road,28.64,283.0
Go Mini,Cyber Hub,India Gate,32.91,658.0
Auto,IGI Airport,Noida Sector 62,29.81,754.0
Premier Sedan,Jhilmil,Bahadurgarh,21.72,994.0
Auto,Vidhan Sabha,Sarojini Nagar,23.2,905.0
Bike,Sonipat,Munirka,16.76,3836.0
Auto,ITO,Malviya Nagar,34.87,1065.0
Premier Sedan,Jor Bagh,Panchsheel Park,27.56,429.0
Go Mini,Dwarka Mor,Sarojini Nagar,35.42,67.0
Go Mini,Badarpur,Gwal Pahari,16.17,614.0
Premier Sedan,Malviya Nagar,Badshahpur,23.29,79.0
Auto,Patel Chowk,Palam Vihar,42.99,450.0
Go Sedan,Satguru Ram Singh Marg,Lal Quila,6.34,252.0
Bike,Peeragarhi,Shastri Nagar,15.11,444.0
Go Sedan,Mansarovar Park,Mandi House,40.47,55.0
Go Sedan,Mansarovar Park,Mandi House,40.47,55.0
eBike,Dwarka Mor,Govindpuri,23.03,639.0
eBike,Dwarka Mor,Govindpuri,23.03,639.0
Auto,Keshav Puram,Netaji Subhash Place,18.33,150.0
Auto,Keshav Puram,Netaji Subhash Place,18.33,150.0
Auto,Moolchand,Mansarovar Park,17.32,893.0
Auto,Subhash Chowk,Aya Nagar,46.26,210.0
Go Sedan,Rajouri Garden,Anand Vihar ISBT,40.37,236.0
Go Mini,Rohini East,Delhi Gate,29.49,575.0
Bike,Kaushambi,DLF Phase 3,12.03,496.0
Go Mini,Saket,Netaji Subhash Place,22.69,234.0
Uber XL,Gurgaon Sector 29,Botanical Garden,10.56,209.0
Uber XL,Gurgaon Sector 29,Botanical Garden,10.56,209.0
Go Sedan,Dilshad Garden,Noida Film City,42.95,1002.0
Go Mini,Shahdara,Mandi House,6.37,422.0
Go Mini,Basai Dhankot,Dilshad Garden,10.95,232.0
Uber XL,India Gate,Kirti Nagar,3.9,920.0
eBike,Bhiwadi,Mayur Vihar,6.87,460.0
Auto,Shahdara,Narsinghpur,10.58,715.0
Premier Sedan,Botanical Garden,Rohini West,5.75,496.0
Auto,New Colony,Connaught Place,44.03,1478.0
Auto,Green Park,Jor Bagh,4.04,622.0
Go Sedan,Mundka,Moti Nagar,38.68,178.0
Go Sedan,Mansarovar Park,Kaushambi,43.69,407.0
Go Mini,Gurgaon Sector 29,Laxmi Nagar,38.14,851.0
Premier Sedan,Kalkaji,Munirka,7.71,168.0
Auto,Moti Nagar,Narsinghpur,34.72,800.0
eBike,Vidhan Sabha,Tagore Garden,15.97,324.0
Auto,Manesar,Kherki Daula Toll,42.98,864.0
Bike,Noida Sector 62,Ashok Park Main,29.54,1168.0
Bike,Noida Sector 62,Ashok Park Main,29.54,1168.0
Go Mini,Hero Honda Chowk,Pitampura,28.15,1159.0
eBike,Rajiv Nagar,Central Secretariat,26.57,84.0
Go Sedan,Greater Noida,Ashok Vihar,25.42,440.0
Premier Sedan,Saket A Block,Cyber Hub,6.19,983.0
Auto,IGNOU Road,Adarsh Nagar,35.64,389.0
Auto,Jasola,Ashok Park Main,47.69,2475.0
Uber XL,Jhilmil,Ghitorni,49.94,1424.0
Go Mini,Mayur Vihar,Nehru Place,4.3,677.0
Bike,Ashok Park Main,RK Puram,43.23,637.0
Auto,Noida Sector 18,DLF City Court,21.85,274.0
Bike,Adarsh Nagar,Vinobapuri,16.05,243.0
Go Sedan,Badshahpur,Seelampur,10.46,57.0
Go Sedan,Vishwavidyalaya,Adarsh Nagar,22.41,302.0
Auto,Tagore Garden,IGI Airport,2.56,774.0
Bike,Inderlok,Ambience Mall,49.51,428.0
Uber XL,Vaishali,Noida Sector 18,22.27,342.0
Go Mini,Kadarpur,Palam Vihar,39.43,603.0
eBike,Anand Vihar ISBT,Adarsh Nagar,40.68,190.0
Bike,India Gate,Welcome,33.08,180.0
Bike,Lal Quila,Saket A Block,16.38,510.0
Bike,Hero Honda Chowk,Mansarovar Park,13.81,240.0
Go Sedan,Palam Vihar,Chanakyapuri,24.84,58.0
Premier Sedan,Uttam Nagar,Jasola,10.52,659.0
Bike,Dilshad Garden,Punjabi Bagh,37.94,442.0
eBike,Malviya Nagar,Ardee City,17.95,387.0
Go Mini,Jor Bagh,Yamuna Bank,28.56,465.0
Go Mini,Rohini,Hauz Khas,26.83,573.0
eBike,Karkarduma,Sushant Lok,49.87,91.0
Auto,Yamuna Bank,Dilshad Garden,29.96,401.0
Auto,Noida Film City,Vatika Chowk,16.18,366.0
Auto,Golf Course Road,IIT Delhi,17.82,440.0
Auto,Adarsh Nagar,Welcome,46.46,97.0
Go Sedan,Civil Lines Gurgaon,Lal Quila,18.78,420.0
Auto,Subhash Chowk,Basai Dhankot,5.97,273.0
Premier Sedan,Vidhan Sabha,Greater Kailash,28.16,726.0
Premier Sedan,Greater Kailash,Subhash Nagar,3.14,306.0
Uber XL,Yamuna Bank,Seelampur,47.69,83.0
eBike,Hauz Rani,Rohini,23.08,1115.0
Uber XL,Vishwavidyalaya,Noida Film City,38.38,751.0
Premier Sedan,Arjangarh,Gwal Pahari,6.69,563.0
Go Sedan,AIIMS,RK Puram,5.1,1156.0
Auto,Shastri Nagar,Greater Kailash,32.43,153.0
Go Mini,Sarojini Nagar,Old Gurgaon,47.84,428.0
Uber XL,Noida Extension,Malviya Nagar,43.35,381.0
Uber XL,Noida Extension,Malviya Nagar,43.35,381.0
Go Sedan,Qutub Minar,Akshardham,49.78,195.0
Auto,Khan Market,Yamuna Bank,5.48,872.0
Premier Sedan,Indirapuram,Gurgaon Sector 29,16.64,828.0
Auto,Netaji Subhash Place,Shastri Nagar,45.09,1106.0
Go Mini,Dwarka Sector 21,Adarsh Nagar,8.17,213.0
Auto,Panchsheel Park,Sikanderpur,5.04,76.0
Go Sedan,Karol Bagh,Ghaziabad,32.77,623.0
Go Mini,Rajouri Garden,Panipat,25.54,105.0
Go Mini,Bhiwadi,Okhla,34.99,308.0
Go Sedan,Saidulajab,DLF Phase 3,34.13,102.0
Premier Sedan,Palam Vihar,Nehru Place,22.72,589.0
Premier Sedan,Sohna Road,Akshardham,49.3,164.0
Premier Sedan,Sohna Road,Akshardham,49.3,164.0
Bike,Gurgaon Railway Station,Rajiv Nagar,31.07,397.0
Bike,Gurgaon Railway Station,Rajiv Nagar,31.07,397.0
Bike,Gurgaon Railway Station,Rajiv Nagar,31.07,397.0
Bike,Gurgaon Railway Station,Rajiv Nagar,31.07,397.0
Auto,Kanhaiya Nagar,Rajiv Nagar,38.14,502.0
Go Mini,Ambience Mall,Jasola,15.87,403.0
Bike,Vasant Kunj,Rithala,38.47,725.0
Go Sedan,Lok Kalyan Marg,Shahdara,48.76,1274.0
Go Sedan,Old Gurgaon,Inderlok,42.33,252.0
Auto,Preet Vihar,Uttam Nagar,29.33,1478.0
Go Mini,DLF City Court,Malviya Nagar,25.5,447.0
Bike,Basai Dhankot,Karkarduma,16.17,214.0
Go Mini,Kirti Nagar,Noida Sector 18,5.39,50.0
Auto,Kalkaji,Mandi House,30.16,728.0
Auto,IIT Delhi,Kaushambi,43.53,134.0
Premier Sedan,Paharganj,Pulbangash,42.96,389.0
Bike,Vatika Chowk,Saket,37.6,85.0
Bike,Huda City Centre,Netaji Subhash Place,14.48,182.0
eBike,Shastri Park,Gurgaon Sector 29,46.68,596.0
Go Sedan,IFFCO Chowk,Gwal Pahari,26.16,502.0
Auto,Jahangirpuri,Basai Dhankot,15.5,228.0
Bike,Nirman Vihar,Barakhamba Road,33.07,428.0
Go Sedan,Pitampura,Sarojini Nagar,49.24,237.0
Premier Sedan,Dwarka Sector 21,Dwarka Mor,24.8,853.0
Go Mini,Shivaji Park,Anand Vihar,27.19,786.0
Auto,Ardee City,Tis Hazari,36.42,1720.0
Bike,Mansarovar Park,IIT Delhi,19.52,366.0
Bike,Mansarovar Park,IIT Delhi,19.52,366.0
eBike,Jhilmil,GTB Nagar,5.44,284.0
Bike,Nawada,Patel Chowk,2.62,661.0
Go Sedan,Preet Vihar,Palam Vihar,4.72,654.0
Go Mini,Maidan Garhi,Dwarka Mor,9.62,615.0
Premier Sedan,Seelampur,Saidulajab,17.73,569.0
Auto,Sushant Lok,Botanical Garden,26.01,376.0
Bike,IFFCO Chowk,Sarojini Nagar,2.61,1049.0
Go Mini,GTB Nagar,Rohini,31.29,379.0
Auto,Manesar,GTB Nagar,29.2,273.0
Go Mini,Paschim Vihar,Rajouri Garden,2.99,302.0
eBike,Greater Noida,Madipur,38.63,1042.0
eBike,Greater Noida,Madipur,38.63,1042.0
Go Sedan,Vatika Chowk,Model Town,24.63,1606.0
Auto,Samaypur Badli,IMT Manesar,36.89,204.0
Auto,Model Town,Kaushambi,19.11,90.0
Go Mini,India Gate,Preet Vihar,39.09,697.0
Bike,Keshav Puram,Jahangirpuri,20.86,349.0
Bike,Qutub Minar,Satguru Ram Singh Marg,25.86,704.0
eBike,New Colony,Sushant Lok,24.99,869.0
Go Sedan,Tilak Nagar,New Delhi Railway Station,15.45,280.0
Go Sedan,Faridabad Sector 15,IGI Airport,26.52,724.0
Auto,Ghitorni Village,Yamuna Bank,29.11,129.0
Go Mini,Sarojini Nagar,Kirti Nagar,38.62,344.0
Premier Sedan,Sadar Bazar Gurgaon,Pitampura,40.65,142.0
Uber XL,INA Market,Sonipat,8.13,382.0
Premier Sedan,Jama Masjid,Mayur Vihar,27.6,179.0
Go Sedan,Mehrauli,IMT Manesar,13.94,670.0
Go Mini,Jasola,Sadar Bazar Gurgaon,44.93,282.0
Go Mini,Lok Kalyan Marg,Greater Noida,44.04,211.0
Auto,Rohini East,INA Market,17.78,1703.0
Go Sedan,Sarojini Nagar,Greater Kailash,17.25,102.0
Go Sedan,Sarojini Nagar,Greater Kailash,17.25,102.0
Go Mini,Rohini West,Bahadurgarh,13.72,421.0
Go Mini,Hero Honda Chowk,AIIMS,4.55,721.0
Go Sedan,Khandsa,Paschim Vihar,48.01,810.0
Go Mini,Karkarduma,Malviya Nagar,48.14,386.0
Go Sedan,Jor Bagh,Janakpuri,13.75,445.0
Go Mini,Pitampura,Khan Market,19.18,167.0
Premier Sedan,Kaushambi,Jasola,6.49,479.0
Auto,Rohini East,Chanakyapuri,21.57,496.0
Premier Sedan,Jama Masjid,Jasola,43.73,241.0
Go Mini,Faridabad Sector 15,Sarojini Nagar,31.79,383.0
eBike,Welcome,DLF City Court,19.75,334.0
eBike,Central Secretariat,Sultanpur,24.75,69.0
eBike,Gurgaon Sector 56,Anand Vihar,28.65,654.0
Premier Sedan,Rohini West,Punjabi Bagh,45.64,938.0
Auto,Paharganj,Subhash Nagar,29.83,390.0
Go Sedan,Badarpur,Jasola,8.49,418.0
Premier Sedan,Narsinghpur,Green Park,26.48,815.0
Auto,Chanakyapuri,INA Market,2.97,221.0
Auto,Hauz Khas,Basai Dhankot,40.63,840.0
Premier Sedan,Jama Masjid,Malviya Nagar,27.02,1059.0
Auto,Welcome,Mehrauli,36.29,194.0
Auto,Palam Vihar,Bahadurgarh,42.05,370.0
Premier Sedan,Welcome,Dwarka Sector 21,4.89,868.0
Auto,AIIMS,Kashmere Gate,49.71,963.0
Auto,Maidan Garhi,Dilshad Garden,47.32,352.0
Auto,Govindpuri,Dwarka Sector 21,46.17,99.0
Auto,Sadar Bazar Gurgaon,Jor Bagh,22.19,412.0
Go Sedan,AIIMS,Tagore Garden,42.57,1107.0
Auto,Badshahpur,Aya Nagar,39.87,1594.0
Auto,Rohini East,Saket,7.24,97.0
Bike,Akshardham,Saket A Block,39.6,150.0
Go Sedan,Lajpat Nagar,Ashok Park Main,18.42,204.0
Premier Sedan,Dwarka Mor,Faridabad Sector 15,23.11,336.0
Go Sedan,Meerut,Paharganj,5.92,469.0
Go Mini,Sushant Lok,Qutub Minar,25.33,150.0
Premier Sedan,Yamuna Bank,Noida Sector 18,16.61,270.0
Go Sedan,Golf Course Road,Botanical Garden,33.72,258.0
Go Sedan,Samaypur Badli,Adarsh Nagar,29.56,574.0
Go Mini,Peeragarhi,Akshardham,33.64,151.0
Go Mini,Nehru Place,Shahdara,26.63,879.0
Go Mini,Hauz Rani,Sushant Lok,14.7,422.0
Auto,Kherki Daula Toll,Jahangirpuri,26.23,531.0
Go Mini,Vatika Chowk,Green Park,33.88,369.0
Go Mini,Khan Market,Ghaziabad,46.23,403.0
Premier Sedan,Panchsheel Park,Botanical Garden,27.83,644.0
Go Sedan,RK Puram,Rajiv Nagar,16.38,689.0
Go Sedan,Rohini,Aya Nagar,41.73,1130.0
Auto,Shastri Nagar,Jama Masjid,24.13,423.0
Go Mini,Nirman Vihar,Meerut,9.15,262.0
eBike,South Extension,Subhash Chowk,33.48,874.0
Auto,Noida Sector 62,Kalkaji,26.43,750.0
Go Mini,Huda City Centre,Meerut,15.25,805.0
Go Mini,Panchsheel Park,India Gate,35.3,1039.0
Go Mini,Pulbangash,Noida Sector 62,3.78,808.0
Bike,Subhash Nagar,Anand Vihar,36.68,295.0
Auto,GTB Nagar,Noida Sector 62,8.62,694.0
Go Sedan,Chirag Delhi,Civil Lines Gurgaon,9.85,115.0
Premier Sedan,Vatika Chowk,Jahangirpuri,14.56,726.0
Premier Sedan,Model Town,Noida Sector 18,32.94,496.0
Premier Sedan,Model Town,Noida Sector 18,32.94,496.0
eBike,AIIMS,Noida Extension,25.29,749.0
Go Sedan,Gurgaon Sector 29,Old Gurgaon,38.42,1090.0
Bike,Patel Chowk,IGI Airport,22.46,159.0
Auto,Ardee City,Faridabad Sector 15,17.5,145.0
Go Sedan,Uttam Nagar,Indraprastha,24.75,52.0
Auto,Rohini West,Sarojini Nagar,27.39,191.0
Go Sedan,Ghaziabad,Vatika Chowk,13.35,818.0
Go Mini,Karkarduma,Uttam Nagar,4.28,264.0
Go Mini,Maidan Garhi,India Gate,22.76,336.0
Go Mini,Mansarovar Park,GTB Nagar,21.71,664.0
Go Sedan,Civil Lines Gurgaon,Maidan Garhi,31.98,909.0
eBike,IIT Delhi,Sohna Road,19.83,203.0
Go Sedan,Lal Quila,Mandi House,25.1,514.0
Bike,Akshardham,Vinobapuri,33.66,528.0
Go Mini,Kalkaji,Barakhamba Road,47.68,91.0
Bike,Shastri Park,Malviya Nagar,8.6,2249.0
Bike,Arjangarh,Ghitorni Village,4.29,257.0
eBike,Noida Sector 18,Ghitorni,24.42,371.0
Uber XL,Maidan Garhi,Chirag Delhi,15.65,162.0
Bike,Shastri Park,Dilshad Garden,29.08,253.0
Bike,Tis Hazari,Chirag Delhi,24.61,906.0
Bike,Tis Hazari,Chirag Delhi,24.61,906.0
Bike,Vatika Chowk,Nehru Place,35.46,417.0
Bike,Huda City Centre,Subhash Chowk,21.0,436.0
Bike,Huda City Centre,Subhash Chowk,21.0,436.0
Go Mini,IIT Delhi,RK Puram,19.34,548.0
Auto,Udyog Vihar Phase 4,New Colony,26.2,194.0
Go Sedan,IMT Manesar,Vasant Kunj,4.34,154.0
Bike,Greater Kailash,Satguru Ram Singh Marg,43.89,164.0
Go Sedan,Udyog Vihar,Seelampur,14.33,314.0
Bike,Madipur,Vinobapuri,35.44,51.0
Go Sedan,Karkarduma,Paschim Vihar,2.97,950.0
Go Sedan,Karkarduma,Paschim Vihar,2.97,950.0
Go Mini,Narsinghpur,Gurgaon Sector 56,4.5,111.0
Go Mini,IGI Airport,Chandni Chowk,8.41,203.0
eBike,Cyber Hub,Paharganj,14.6,271.0
Go Sedan,Rajouri Garden,Delhi Gate,49.45,495.0
Go Sedan,Panipat,Chanakyapuri,28.53,310.0
Premier Sedan,Jasola,Ramesh Nagar,14.23,434.0
Bike,Kadarpur,IMT Manesar,34.89,335.0
eBike,Vinobapuri,IFFCO Chowk,32.2,449.0
Go Sedan,South Extension,Welcome,46.38,540.0
Premier Sedan,Badarpur,Chirag Delhi,18.02,4008.0
Bike,Udyog Vihar Phase 4,Golf Course Road,10.74,84.0
Premier Sedan,Moti Nagar,Gwal Pahari,22.07,404.0
Go Sedan,Noida Extension,Tughlakabad,36.55,550.0
Go Sedan,Shivaji Park,Bhikaji Cama Place,13.92,208.0
Go Mini,Seelampur,Arjangarh,26.13,55.0
Uber XL,Cyber Hub,Janakpuri,16.2,1610.0
Go Mini,RK Puram,Sushant Lok,46.68,843.0
Go Mini,Meerut,Basai Dhankot,11.66,136.0
Auto,Patel Chowk,IMT Manesar,2.8,114.0
Auto,Patel Chowk,IMT Manesar,2.8,114.0
